ticker,side,entry_date,exit_date,holding_days,exit_reason,entry_price,exit_price,shares,pnl,pnl_pct,commission,cumulative_pnl,is_winner
ABT,long,2025-01-16,2025-01-21,5,time_based,113.946945,116.71161500000001,87.76014135350448,232.38520216579855,2.323852021657985,10.242627829995794,232.38520216579855,True
MA,long,2025-01-17,2025-01-22,5,time_based,525.0724049999999,526.85644,19.034782076684284,23.930119921082223,0.23942956210013167,10.028597521097689,256.31532208688077,True
PEP,long,2025-01-17,2025-01-22,5,time_based,148.344135,148.01595500000002,67.37468120094879,-32.08355065730575,-0.32100760505293385,9.972527780778982,224.23177142957502,False
COST,long,2025-01-17,2025-01-22,5,time_based,943.75164,943.9927675000001,10.590327348893942,-7.443573264990846,-0.07447566051379848,9.997192422813333,216.78819816458417,False
DIS,long,2025-01-17,2025-01-22,5,time_based,107.07350999999998,108.76559,93.34371128447653,147.79244315959295,1.478717200921141,10.152583830645748,364.5806413241771,True
META,long,2025-01-21,2025-01-27,6,time_based,616.7081999999999,659.59004,16.287211741609408,687.6827253056817,6.846390231230938,10.74288264413662,1052.2633666298589,True
NVDA,long,2025-01-21,2025-01-27,6,time_based,140.880405,118.45074500000001,71.29775809621503,-1607.6297454236774,-16.005143330614366,8.445272563326453,-555.3663787938185,False
LLY,long,2025-01-21,2025-01-27,6,time_based,742.481055,808.345625,13.528233439150583,880.0957900147587,8.762004624481635,10.935488314516078,324.72941122094016,True
BMY,long,2025-01-21,2025-01-27,6,time_based,57.06852,60.58969,176.00696559481133,609.0862395602508,6.063904075311565,10.664207483230284,933.8156507811909,True
AMZN,long,2025-01-22,2025-01-27,5,time_based,235.11749999999998,235.452215,42.9454777063678,4.262887720289655,0.04221837379182923,10.111607850197418,938.0785385014806,True
NKE,long,2025-01-22,2025-01-27,5,time_based,74.047005,75.552205,136.3624815700099,194.95032109729254,1.9307300747680456,10.302486161886108,1133.0288595987731,True
GS,long,2025-01-24,2025-01-27,3,signal_or_eod,636.89829,632.6835,15.982491463648085,-77.47470383401014,-0.7611063769695456,10.111858637940994,1055.554155764763,False
CRM,long,2025-01-23,2025-01-28,5,time_based,334.86735,359.66008,30.38850469709521,742.4844600283777,7.2963428414266325,10.92953203043764,1798.0386157931407,True
GE,long,2025-01-24,2025-01-29,5,time_based,196.928415,199.02044,51.68995791255956,97.84932603468405,0.9612653207004251,10.287358167339086,1895.8879418278248,True
MS,long,2025-01-27,2025-02-03,7,time_based,136.818375,137.1264025,73.942940935427,12.636929758242331,0.12491092479354649,10.13952948074509,1908.524871586067,True
MRK,long,2025-01-27,2025-02-03,7,time_based,97.998975,99.77009,103.23325342439657,172.5383726536038,1.705471827638999,10.299590985144853,2081.063244239671,True
ABT,long,2025-01-27,2025-02-03,7,time_based,129.50472,128.405765,78.11879768942865,-95.8799472929768,-0.9477343875960603,10.030903978191319,1985.183296946694,False
RTX,long,2025-01-27,2025-02-03,7,time_based,125.14254,129.81506000000002,80.84183860664889,367.2406195971089,3.630024562391036,10.494488129232444,2352.423916543803,True
BA,long,2025-01-30,2025-02-03,4,signal_or_eod,179.54973,175.81205000000003,56.97694268960779,-222.9788122490845,-2.1796145558113507,10.017233096992461,2129.4451042947185,False
BAC,long,2025-01-30,2025-02-04,5,time_based,46.733354999999996,46.686645000000006,218.9056333777995,-20.445051729084298,-0.1998500749624973,10.219969594009477,2109.000052565634,False
GOOGL,long,2025-01-31,2025-02-05,5,time_based,204.152025,191.39425500000002,49.86542924325816,-645.7156339170288,-6.342902675102032,9.54395668026861,1463.2844186486054,False
AMD,long,2025-02-04,2025-02-10,6,time_based,119.59977,110.414765,85.284968547204,-792.7595822910844,-7.772105050870925,9.416719760171922,670.524836357521,False
XOM,long,2025-02-04,2025-02-10,6,time_based,110.004975,110.96449,92.72364838683735,78.6806991277117,0.7713746673730002,10.28903235418473,749.2055354852328,True
UPS,long,2025-02-04,2025-02-10,6,time_based,111.85589999999999,114.10292,91.1893125235489,194.4992421949355,1.906843608607147,10.404966831729498,943.7047776801683,True
BA,long,2025-02-05,2025-02-10,5,time_based,181.900905,180.419745,55.28838914241509,-91.86606753271371,-0.9134532590698105,9.9751170705353,851.8387101474545,False
GOOGL,long,2025-02-10,2025-02-18,8,time_based,186.48319499999997,183.64813,53.945444560508136,-162.84582179848985,-1.618758800223228,9.906980015555991,688.9928883489647,False
NVDA,long,2025-02-10,2025-02-18,8,time_based,133.56674999999998,139.31031000000002,75.31753866391843,422.09829270882983,4.195841921735782,10.492509659707462,1111.0911810577945,True
AMD,long,2025-02-10,2025-02-18,8,time_based,110.525235,114.20287,91.0192035089446,324.3407542307832,3.22408916841481,10.394654265835545,1435.4319352885777,True
MRK,long,2025-02-10,2025-02-18,8,time_based,86.453205,83.228365,116.3625901126387,-384.9354032210813,-3.82642652172351,9.684668122240083,1050.4965320674964,False
HON,long,2025-02-10,2025-02-18,8,time_based,208.634265,207.91599000000002,48.21796102063544,-44.659041053482724,-0.44393043012372807,10.02528510138683,1005.8374910140137,False
TSLA,long,2025-02-12,2025-02-18,6,time_based,336.60821999999996,353.92295,29.721225615731615,504.09597295794265,5.038738225109311,10.5190238475353,1509.9334639719564,True
INTC,long,2025-02-13,2025-02-18,5,time_based,24.122055,27.436275000000002,418.4756287528555,1375.4388858940292,13.625637305776825,11.481412431261253,2885.3723498659856,True
UNH,long,2025-02-19,2025-02-24,5,time_based,511.21547999999996,461.25925500000005,20.062444845730695,-1011.4979971264311,-9.862276520851813,9.253988363020332,1873.8743527395545,False
MRK,long,2025-02-19,2025-02-24,5,time_based,85.66281,91.224365,119.72794695602144,654.9514560991811,6.385887452209444,10.92210593381674,2528.8258088387356,True
PEP,long,2025-02-19,2025-02-24,5,time_based,145.8979125,153.82305000000002,70.29732088719051,546.3025856069125,5.326542591896255,10.813348305696353,3075.128394445648,True
UPS,long,2025-02-19,2025-02-24,5,time_based,115.027485,116.071935,89.16331928654915,82.77726982822423,0.8070923788345074,10.34935900061258,3157.9056642738724,True
LMT,long,2025-02-19,2025-02-24,5,time_based,433.1914875,439.74002,23.675978563137722,144.63163980313766,1.410182945942591,10.411275286873753,3302.53730407701,True
PFE,long,2025-02-21,2025-02-26,5,time_based,26.31315,26.396795,391.00598983916046,22.38439106254009,0.21756500076957636,10.321304957556402,3324.92169513955,True
AMGN,long,2025-02-21,2025-02-26,5,time_based,303.241545,306.02691000000004,33.928725899138605,84.12078246690544,0.8176116138704038,10.383103147150361,3409.0424776064556,True
PG,long,2025-02-21,2025-02-26,5,time_based,170.32512,171.23434,60.40564810132707,44.5785020817857,0.43328057540778575,10.343521284902994,3453.6209796882413,True
HON,long,2025-02-21,2025-02-26,5,time_based,212.17603499999998,211.27431,48.4908640202288,-53.97029819581621,-0.5245641007477369,10.244873837177666,3399.650681492425,False
ABT,long,2025-02-24,2025-03-03,7,time_based,135.017475,140.14989,76.3995341431705,381.40672872320465,3.697495535300161,10.70738630621659,3781.0574102156297,True
NKE,long,2025-02-24,2025-03-03,7,time_based,80.35515749999999,78.38079,128.37100333214045,-263.51335757563356,-2.5545943208436674,10.061820654265802,3517.544052639996,False
UNH,long,2025-02-25,2025-03-03,6,time_based,470.57516999999996,466.8214725,22.06640277673231,-93.13167157402313,-0.8968851825522154,10.301070637012266,3424.412381065973,False
MSFT,long,2025-02-28,2025-03-05,5,time_based,397.20350249999996,400.4846575,25.96869765906739,74.80725717982568,0.7252379005645957,10.400064987712657,3499.2196382457987,True
GOOGL,long,2025-02-28,2025-03-05,5,time_based,170.44518,172.93349,60.51715669252201,140.1200030578566,1.3584288567151213,10.46544311171469,3639.3396413036553,True
TSLA,long,2025-02-28,2025-03-05,5,time_based,293.416635,279.130365,35.154304272984106,-512.0365162890448,-4.964067686550911,9.812633783039113,3127.3031250146105,False
CRM,long,2025-02-28,2025-03-05,5,time_based,297.918885,291.79403,34.62304064928653,-222.16390019789287,-2.1538241961398117,10.102796561909134,2905.1392248167176,False
CVX,long,2025-02-28,2025-03-05,5,time_based,158.649285,150.67462500000002,65.01672960924544,-528.2826842982613,-5.12157027685309,9.796371352599456,2376.8565405184563,False
RTX,long,2025-02-28,2025-03-05,5,time_based,133.036485,129.525205,77.53405139608971,-282.2863778876217,-2.7366967828411957,10.042613901559056,2094.5701626308346,False
AMD,long,2025-03-04,2025-03-10,6,time_based,100.81038,96.62166500000001,100.01928828100345,-428.61632327778716,-4.250888316262653,9.664030165825544,1665.9538393530474,False
XOM,long,2025-03-06,2025-03-11,5,time_based,107.663805,109.095425,94.16258638860252,124.53233454448855,1.2283836475963423,10.272707381163807,1790.486173897536,True
