date,equity
2025-08-15,131766.72666993868
2025-08-18,131266.42588522346
2025-08-19,131118.96561705324
2025-08-20,131035.62902132382
2025-08-21,131047.21653509773
2025-08-22,131839.42479194127
2025-08-25,131259.4264040421
2025-08-26,131594.520299835
2025-08-27,131712.53303483012
2025-08-28,131862.2306661383
2025-08-29,132027.52018993048
2025-09-02,131832.1028110385
2025-09-03,131832.1028110385
2025-09-04,131792.55976850618
2025-09-05,131619.9398296646
2025-09-08,131644.97948169956
2025-09-09,133370.87221326728
2025-09-10,133701.28286537068
2025-09-11,133505.5849426712
2025-09-12,133419.25642324187
2025-09-15,133829.0968453379
2025-09-16,134072.06481877723
2025-09-17,134331.92993390816
2025-09-18,134808.6046378371
2025-09-19,134527.63729268586
2025-09-22,135126.12152332207
2025-09-23,135405.2932443546
2025-09-24,135087.65726287855
2025-09-25,135004.63685043418
2025-09-26,135118.21906056712
2025-09-29,134732.23712132347
2025-09-30,135142.3457511635
2025-10-01,139215.89684635022
2025-10-02,138833.16090862482
2025-10-03,139514.64489375034
2025-10-06,138844.78545671492
2025-10-07,138358.52397824955
2025-10-08,138370.18859897886
2025-10-09,138389.54271383464
2025-10-10,136896.90406908304
2025-10-13,137636.64809559626
2025-10-14,139174.05050481233
2025-10-15,141082.5893778368
2025-10-16,138804.35187216682
2025-10-17,139902.234704475
2025-10-20,140747.90637598088
2025-10-21,140715.43441937925
2025-10-22,140545.38455626834
2025-10-23,142460.8022556656
2025-10-24,143725.52439654426
2025-10-27,144288.49429598416
2025-10-28,145012.54744836432
2025-10-29,145463.47961454486
2025-10-30,145085.47866310432
2025-10-31,145183.5355075778
2025-11-03,145653.77615020555
2025-11-04,145950.7138942215
2025-11-05,145835.80471925408
2025-11-06,145798.24091063344
2025-11-07,145976.52710467947
2025-11-10,145776.384438179
2025-11-11,146057.61752749843
2025-11-12,146332.66089614166
2025-11-13,146187.56573525883
2025-11-14,146028.32474096055
2025-11-17,145965.60110644734
2025-11-18,145661.9261444044
2025-11-19,145751.0357712188
2025-11-20,144748.98425603553
2025-11-21,145147.16236898312
2025-11-24,146732.420339908
2025-11-25,148100.45433610625
2025-11-26,148895.1209952185
2025-11-28,150210.43393927073
2025-12-01,148553.8499135415
2025-12-02,148509.29118254792
2025-12-03,148557.29333696788
2025-12-04,149667.26124505157
2025-12-05,150729.922481191
2025-12-08,150765.04487157465
2025-12-09,150843.16277873388
2025-12-10,150852.92452276024
2025-12-11,151157.95133888553
2025-12-12,151576.297931088
2025-12-15,152278.42410392416
2025-12-16,152316.996572088
2025-12-17,152294.15282862412
2025-12-18,152087.03409546625
2025-12-19,152702.06445724098
2025-12-22,153097.70997463306
2025-12-23,153566.71889153263
2025-12-24,153676.0138251946
2025-12-26,153605.80526351597
2025-12-29,153715.3766863796
2025-12-30,153895.767931058
2025-12-31,153753.88193265637
2026-01-02,153486.1330774086
2026-01-05,153952.32158179907
2026-01-06,154336.02640405932
2026-01-07,154004.3682543216
2026-01-08,154168.298200241
2026-01-09,153719.85438791072
2026-01-12,153722.55002212842
2026-01-13,154373.87550458786
2026-01-14,155167.18749109475
2026-01-15,155386.5678106551
2026-01-16,155435.13645515215
2026-01-20,154089.09579855402
2026-01-21,154784.100263392
2026-01-22,156370.2035809134
2026-01-23,157130.246126541
2026-01-26,157377.43024564907
2026-01-27,157202.97091385434
2026-01-28,157085.47726696508
