date,equity
2025-05-09,101798.31599376703
2025-05-12,105564.2512491726
2025-05-13,105614.45194329541
2025-05-14,104108.72383966565
2025-05-15,105113.14897005672
2025-05-16,106296.87817473558
2025-05-19,109132.55907826949
2025-05-20,109406.40752239877
2025-05-21,108471.50416123118
2025-05-22,108357.6280548886
2025-05-23,108376.89928268695
2025-05-27,109583.6063586915
2025-05-28,108836.27903416763
2025-05-29,108992.05514621545
2025-05-30,108965.59877429852
2025-06-02,108655.94762911226
2025-06-03,109517.49879119634
2025-06-04,110182.16729634813
2025-06-05,109274.01537821603
2025-06-06,110847.88583829059
2025-06-09,111627.3043097871
2025-06-10,113748.46106462547
2025-06-11,113796.32722878252
2025-06-12,113526.70930226322
2025-06-13,111303.17621587485
2025-06-16,114053.96219525464
2025-06-17,113975.21439744116
2025-06-18,113974.43575788484
2025-06-20,113871.66903646896
2025-06-23,114054.89558879832
2025-06-24,114451.89745901928
2025-06-25,112724.34774815802
2025-06-26,112863.4963277953
2025-06-27,114185.93908298187
2025-06-30,114536.32328640936
2025-07-01,115190.41864583455
2025-07-02,114955.35896257921
2025-07-03,115666.18918699582
2025-07-07,114116.77735657328
2025-07-08,114261.00945068839
2025-07-09,114538.61122040515
2025-07-10,115011.15981131258
2025-07-11,115032.51785856017
2025-07-14,115384.07543097538
2025-07-15,115384.07543097538
2025-07-16,115384.07543097538
2025-07-17,115384.07543097538
2025-07-18,115384.07543097538
2025-07-21,115314.85651835799
2025-07-22,114962.45951801009
2025-07-23,116186.21361325569
2025-07-24,113276.77740774635
2025-07-25,114112.2203107487
2025-07-28,113680.2080492279
2025-07-29,113680.2080492279
2025-07-30,113663.15885860543
2025-07-31,113415.1628038394
2025-08-01,113113.37682622235
2025-08-04,113327.57252477683
2025-08-05,113353.01011555259
2025-08-06,114112.16719481733
2025-08-07,114323.88759680271
2025-08-08,114863.59515729627
2025-08-11,114930.00159468944
2025-08-12,114758.64451503301
2025-08-13,117476.8188793883
2025-08-14,117321.0316190601
2025-08-15,119288.3910094558
2025-08-18,119609.54760614916
2025-08-19,119591.60916275256
2025-08-20,119555.37602203642
2025-08-21,119011.62890224226
2025-08-22,120204.47754286579
2025-08-25,119255.87445373129
2025-08-26,119146.89917637713
2025-08-27,119876.11782824817
2025-08-28,120036.25054925637
2025-08-29,120027.06938831281
2025-09-02,120036.23005373708
2025-09-03,120036.23005373708
2025-09-04,120000.22518353305
2025-09-05,120189.92727299867
2025-09-08,119996.37569624619
2025-09-09,119932.24577584342
2025-09-10,120067.54109392258
2025-09-11,120526.45929487736
2025-09-12,119148.58964190763
2025-09-15,119606.67076530679
2025-09-16,118935.58282799143
2025-09-17,118583.76447903432
2025-09-18,119129.7732508785
2025-09-19,118244.79778088503
2025-09-22,117930.04409493748
2025-09-23,117678.00391959332
2025-09-24,117551.78233373219
2025-09-25,117605.15539223807
2025-09-26,118022.8922719832
2025-09-29,118066.37677403908
2025-09-30,118432.53656263318
2025-10-01,118453.87233835072
2025-10-02,118575.37994394227
2025-10-03,118867.99033372439
2025-10-06,119065.323461559
2025-10-07,119065.323461559
2025-10-08,119029.60981481157
2025-10-09,119045.28707517762
2025-10-10,117374.9909337985
2025-10-13,118198.0288953665
2025-10-14,119538.06397637333
2025-10-15,119581.95870213423
2025-10-16,119874.93542511968
2025-10-17,119845.19493227357
2025-10-20,121308.61994889844
2025-10-21,121673.60906469109
2025-10-22,121424.49664477597
2025-10-23,121886.22243843375
2025-10-24,121997.16176285589
2025-10-27,122075.49898456929
2025-10-28,121871.65089286657
2025-10-29,122217.06173381717
2025-10-30,122246.61904248645
2025-10-31,121963.1022264352
2025-11-03,122237.92807406015
2025-11-04,122055.67510192595
2025-11-05,121517.42365250784
2025-11-06,120400.78961284565
2025-11-07,121826.127414811
2025-11-10,121566.77700695238
2025-11-11,121566.77700695238
2025-11-12,121566.77700695238
2025-11-13,121566.77700695238
2025-11-14,121566.77700695238
2025-11-17,121457.38513354976
2025-11-18,121158.18567081666
2025-11-19,120879.54032009337
2025-11-20,118542.06115948888
2025-11-21,120499.84431458708
2025-11-24,123319.82775796331
2025-11-25,124261.01746034878
2025-11-26,125944.02992314709
2025-11-28,127487.92357101916
2025-12-01,128346.66992803736
2025-12-02,128346.66992803736
2025-12-03,128327.42113461136
2025-12-04,128734.94168196431
2025-12-05,128910.72129339745
2025-12-08,128613.16519009953
2025-12-09,128549.42739095092
2025-12-10,128891.09004986807
2025-12-11,128871.7596070275
2025-12-12,128708.88191075384
2025-12-15,128660.97670596748
2025-12-16,128528.13179193705
2025-12-17,128528.13179193705
2025-12-18,128470.30376742315
2025-12-19,129904.2863856659
2025-12-22,130862.62615538016
2025-12-23,129955.87047140533
2025-12-24,131102.35575096795
2025-12-26,131232.58151900585
2025-12-29,130723.97602706458
2025-12-30,130814.44116342888
2025-12-31,130501.89937805134
2026-01-02,130812.7392093164
2026-01-05,133633.8847352424
2026-01-06,132155.79525381426
2026-01-07,131214.7683744628
2026-01-08,130181.37088604626
2026-01-09,130515.03661034732
2026-01-12,130625.8597812287
2026-01-13,131675.14963956576
2026-01-14,133298.41945469507
2026-01-15,133219.18006768852
2026-01-16,133361.89615541446
2026-01-20,132932.35560740554
2026-01-21,132946.8579824799
2026-01-22,133376.39757292438
2026-01-23,133638.22966289773
2026-01-26,133762.18924275035
2026-01-27,133655.8033011241
2026-01-28,133331.87002780242
2026-01-29,133706.1570542422
