date,equity
2025-01-28,102962.06619330632
2025-01-29,103216.54175146804
2025-01-30,104334.44535884813
2025-01-31,103795.18925340667
2025-02-03,104268.6817078592
2025-02-04,104545.26791966773
2025-02-05,104386.62895006734
2025-02-06,104588.4084187816
2025-02-07,103732.53749985644
2025-02-10,103687.5022656823
2025-02-11,103740.1810902755
2025-02-12,103581.26068631807
2025-02-13,104067.57508121703
2025-02-14,103317.35548530672
2025-02-18,102979.52900613831
2025-02-19,103557.20870558757
2025-02-20,102972.94024106025
2025-02-21,101841.3806414087
2025-02-24,102380.05492049403
2025-02-25,103313.63033325592
2025-02-26,102761.4376768317
2025-02-27,102396.57828417531
2025-02-28,104167.38861997836
2025-03-03,103844.14843474474
2025-03-04,102123.67594453802
2025-03-05,103277.41975100458
2025-03-06,102289.30982606819
2025-03-07,101325.6236224931
2025-03-10,99417.97259055429
2025-03-11,98246.47989979146
2025-03-12,97761.18000945427
2025-03-13,96519.28097712348
2025-03-14,97601.60485654276
2025-03-17,98769.69251784607
2025-03-18,98336.09624834984
2025-03-19,98868.84629709797
2025-03-20,99003.8893926617
2025-03-21,99758.95880710673
2025-03-24,102001.23661774931
2025-03-25,101945.34352897151
2025-03-26,100495.47113176064
2025-03-27,100163.14363720828
2025-03-28,98890.46395654664
2025-03-31,99168.89664940142
2025-04-01,98795.5244506119
2025-04-02,99976.14159821728
2025-04-03,96475.22812390061
2025-04-04,92006.07711424255
2025-04-07,91092.15345087624
2025-04-08,90052.81910511508
2025-04-09,96117.10830296362
2025-04-10,93124.7604430342
2025-04-11,94238.22053559938
2025-04-14,94829.04203528471
2025-04-15,94132.13923168325
2025-04-16,92170.8697169862
2025-04-17,91060.70460986698
2025-04-21,89264.15850792592
2025-04-22,91281.6163819145
2025-04-23,92093.44770396924
2025-04-24,93557.19023137042
2025-04-25,95091.07286925078
2025-04-28,95143.38869065183
2025-04-29,96095.48866899633
2025-04-30,96123.8427397277
2025-05-01,95361.2138068275
2025-05-02,97056.513096732
2025-05-05,96272.31810001987
2025-05-06,94199.43431854974
2025-05-07,94068.58145863938
2025-05-08,94817.13942682426
2025-05-09,94860.21658855547
2025-05-12,98226.9854304187
2025-05-13,98535.93193002323
2025-05-14,98594.50774222899
2025-05-15,99454.5250379449
2025-05-16,100021.08465252598
2025-05-19,100344.23060477132
2025-05-20,100637.66272939206
2025-05-21,99894.19635215911
2025-05-22,100079.27075725631
2025-05-23,99858.29615325955
2025-05-27,100944.07999645571
2025-05-28,100309.45354849385
2025-05-29,100916.44437377855
2025-05-30,101257.07731316089
2025-06-02,101407.38868230078
2025-06-03,101162.0247582479
2025-06-04,101115.71693053503
2025-06-05,100796.48782949524
2025-06-06,101933.00258093295
2025-06-09,102375.77250766005
2025-06-10,103050.57496268164
2025-06-11,103247.97125072837
2025-06-12,104114.69029526183
2025-06-13,103180.93007974653
2025-06-16,103062.24546414593
2025-06-17,101881.88984175489
2025-06-18,101680.84189128816
2025-06-20,101200.59537637352
2025-06-23,101686.6492302704
2025-06-24,102777.44042850609
2025-06-25,102804.02463376269
2025-06-26,103803.59324972368
2025-06-27,104262.48789344801
2025-06-30,105129.50237634523
2025-07-01,106608.423578349
2025-07-02,106418.19282419176
2025-07-03,106609.36055139278
2025-07-07,105819.82074775157
2025-07-08,105910.46292013668
2025-07-09,106452.35620412655
2025-07-10,107235.1526526729
2025-07-11,106743.16154228248
2025-07-14,106878.72780186552
2025-07-15,106483.29038094825
2025-07-16,108050.29161815532
2025-07-17,109068.92205881284
2025-07-18,108423.5205254019
2025-07-21,108274.71192591402
2025-07-22,109426.0844229639
2025-07-23,110422.37675341725
2025-07-24,110237.83261723124
2025-07-25,110269.9965083386
2025-07-28,109972.85821102039
2025-07-29,110593.35741635604
2025-07-30,110076.89058679112
2025-07-31,109344.2107860079
2025-08-01,109338.16188223148
2025-08-04,110741.96027524001
2025-08-05,111238.19875431014
2025-08-06,110671.47223317661
2025-08-07,110747.5909898181
2025-08-08,111545.2095521325
2025-08-11,111965.51954406104
2025-08-12,112986.01125289369
2025-08-13,113649.74256638461
2025-08-14,114707.46720012507
2025-08-15,115554.79671489939
2025-08-18,114754.05074188393
2025-08-19,115899.47072792373
2025-08-20,115042.5463914728
2025-08-21,114767.89003128262
2025-08-22,116038.79526802959
2025-08-25,114848.38276182907
2025-08-26,114517.78803812026
2025-08-27,114992.35232953701
2025-08-28,114875.32725623692
2025-08-29,114953.19647724516
2025-09-02,114907.86761076935
2025-09-03,115392.20077721751
2025-09-04,115731.95129046572
2025-09-05,115713.1277091612
2025-09-08,115167.07371104704
2025-09-09,115583.12403694619
2025-09-10,115264.37697169042
2025-09-11,116444.8629867059
2025-09-12,115523.19564626602
2025-09-15,116375.88815283976
2025-09-16,116127.30864376228
2025-09-17,116484.34180505073
2025-09-18,119592.20729638793
2025-09-19,119959.81906833057
2025-09-22,119095.46118377073
2025-09-23,119503.05949610862
2025-09-24,119868.01942853353
2025-09-25,120720.36711726504
2025-09-26,122026.22051984786
2025-09-29,121940.03713459613
2025-09-30,123183.17332967852
2025-10-01,126563.61883699721
2025-10-02,127073.68690717813
2025-10-03,126600.97538207188
2025-10-06,129102.3018171902
2025-10-07,129540.53731805026
2025-10-08,131265.56350582343
2025-10-09,131241.006147787
2025-10-10,127844.89889458327
2025-10-13,129663.16536240498
2025-10-14,128555.34912059281
2025-10-15,130879.69312952839
2025-10-16,130615.9761804235
2025-10-17,130886.64822331793
2025-10-20,133462.61409189506
2025-10-21,133209.9971419535
2025-10-22,131273.1044294624
2025-10-23,132722.99998502724
2025-10-24,134368.87473295484
2025-10-27,136299.08774047805
2025-10-28,137208.02098808112
2025-10-29,137576.16389593633
2025-10-30,136218.62545539765
2025-10-31,136347.4602160235
2025-11-03,136587.93723577063
2025-11-04,135895.1843808335
