date,equity
2025-11-05,138057.27294701437
2025-11-06,136470.1076869368
2025-11-07,136077.9525793986
2025-11-10,138559.84197134923
2025-11-11,140244.89572916925
2025-11-12,142986.86187267222
2025-11-13,141307.104770171
2025-11-14,140451.71395683786
2025-11-17,140351.52277626737
2025-11-18,139453.3252278262
2025-11-19,139040.89515305802
2025-11-20,136713.87872101963
2025-11-21,137895.52094703395
2025-11-24,140837.0694571403
2025-11-25,142337.83523786557
2025-11-26,142727.10857796876
2025-11-28,142795.38909638644
2025-12-01,141916.73004412028
2025-12-02,141144.7287604295
2025-12-03,143381.57603108816
2025-12-04,143562.94971794757
2025-12-05,143969.6727579754
2025-12-08,142066.01739899127
2025-12-09,141675.51622593135
2025-12-10,143396.51075972695
2025-12-11,144006.8728541164
2025-12-12,145300.10280325965
2025-12-15,147924.2352842435
2025-12-16,147435.9797871073
2025-12-17,145896.91532635444
2025-12-18,146254.51512613695
2025-12-19,147115.49349087963
2025-12-22,148259.85079784112
2025-12-23,148230.4410449635
2025-12-24,148970.10196080618
2025-12-26,148395.9179815233
2025-12-29,147576.13833829324
2025-12-30,147181.20954702553
2025-12-31,146374.10701129076
2026-01-02,146456.4701735098
2026-01-05,145887.7746606726
2026-01-06,146900.81492176984
2026-01-07,148510.92171165565
2026-01-08,148403.39096336105
2026-01-09,148558.69890464723
2026-01-12,149196.7708407877
2026-01-13,149779.82028315705
2026-01-14,150921.9416982931
2026-01-15,149904.5421277497
2026-01-16,149729.63526530509
2026-01-20,147711.43583995057
2026-01-21,150273.11916331973
2026-01-22,152508.6612166913
2026-01-23,152039.73340518549
2026-01-26,151470.77003250114
2026-01-27,151975.89993897334
2026-01-28,151127.44283305577
