ticker,side,entry_date,exit_date,holding_days,exit_reason,entry_price,exit_price,shares,pnl,pnl_pct,commission,cumulative_pnl,is_winner
JPM,long,2025-11-19,2025-11-24,5,time_based,303.36160499999994,297.920965,32.96396061723105,-189.16569764983615,-1.8916569764983615,9.820654957307472,-189.16569764983615,False
V,long,2025-11-19,2025-11-24,5,time_based,324.10197,329.01041250000003,30.85448693816949,141.29602752800383,1.4129602752800383,10.151447475003009,-47.869670121832314,True
MA,long,2025-11-19,2025-11-24,5,time_based,530.5951650000001,537.37118,18.84676050525262,117.57822595311154,1.1757822595311154,10.127705931884996,69.70855583127923,True
AXP,long,2025-11-19,2025-11-24,5,time_based,344.742285,355.772025,29.00717560655491,309.6216634695684,3.0962166346956836,10.319941605074643,379.3302193008476,True
GE,long,2025-11-19,2025-11-24,5,time_based,300.99042,293.82301500000005,33.22364877925351,-247.88921903228402,-2.4788921903228402,9.761872653621339,131.44100026856358,False
LMT,long,2025-11-19,2025-11-24,5,time_based,470.10493499999995,450.93442000000005,21.271846465513068,-417.3844594930688,-4.173844594930689,9.592207748255188,-285.9434592245052,False
CRM,long,2025-11-20,2025-11-25,5,time_based,225.42765749999998,233.972955,44.048179616563594,366.09871640971505,3.686914301986229,10.306082747258152,80.15525718520985,True
WMT,long,2025-11-20,2025-11-25,5,time_based,107.19357,106.916515,92.63314906016451,-35.5684905838516,-0.3582038689447451,9.904013470988316,44.58676660135825,False
GOOGL,long,2025-11-21,2025-11-26,5,time_based,299.859855,319.84000000000003,33.18841953610158,652.494450547716,6.556497867979032,10.614984104426728,697.0812171490743,True
BAC,long,2025-11-21,2025-11-26,5,time_based,51.60579,52.93352,185.90957125710568,236.99686703686893,2.470258627956297,9.840848008329429,934.0780841859432,True
META,long,2025-11-24,2025-12-01,7,time_based,613.4765849999999,640.569555,16.309761707098488,431.43234783869775,4.311884282429477,10.44753679887212,1365.510432024641,True
AMD,long,2025-11-24,2025-12-01,7,time_based,215.037465,219.680105,46.52983104239323,205.79957662162997,2.056832233862118,10.221678169025205,1571.310008646271,True
BRK.B,long,2025-11-24,2025-12-01,7,time_based,508.02888749999994,508.42566000000005,19.695055065612877,-2.1990151344471087,-0.021977718737474193,10.013471370470572,1569.1109935118238,False
CVX,long,2025-11-24,2025-12-01,7,time_based,149.81487,152.50371,66.78680770630143,169.3938040787416,1.6929803363310756,10.185235954267558,1738.5047975905654,True
MCD,long,2025-12-04,2025-12-09,5,time_based,308.67425999999995,310.66459000000003,32.91465797280097,55.28561247889775,0.5441546729552698,10.225418724110444,1793.7904100694632,True
MSFT,long,2025-12-05,2025-12-10,5,time_based,483.27151499999997,478.46065,21.038253478755063,-111.27817375638006,-1.094483222335163,10.065976434309908,1682.5122363130831,False
NVDA,long,2025-12-08,2025-12-15,7,time_based,185.66778749999997,176.01195,54.81829501158962,-538.9652236596321,-5.2953986161977324,9.648675000665163,1143.547012653451,False
LMT,long,2025-12-08,2025-12-15,7,time_based,465.54765749999996,484.27774,21.86240524542674,398.8971776920571,3.9192130958150178,10.587476203219406,1542.444190345508,True
PG,long,2025-12-09,2025-12-15,6,time_based,139.68981,145.057435,72.86844800620574,380.5603930690995,3.7386890031563556,10.570110160211069,1923.0045834146076,True
AMD,long,2025-12-10,2025-12-15,5,time_based,221.49068999999997,207.53618,45.80112963497313,-648.6377129866542,-6.393969055764809,9.505391484127118,1274.3668704279535,False
ABT,long,2025-12-10,2025-12-15,5,time_based,122.60127,128.39577000000003,82.74403524229109,468.8363280936155,4.621570584056765,10.623984117841102,1743.203198521569,True
PEP,long,2025-12-10,2025-12-15,5,time_based,149.76484499999998,151.174375,67.73634897849122,85.23641575404872,0.840220964405912,10.240000221605298,1828.4396142756177,True
XOM,long,2025-12-10,2025-12-15,5,time_based,119.5847625,117.711115,84.83124098381386,-168.92942255425805,-1.6652277207976154,9.985579963038427,1659.5101917213597,False
CVX,long,2025-12-11,2025-12-16,5,time_based,150.79536,146.63664500000002,67.29365824868432,-289.72286223903757,-2.855095571243009,9.867716275363646,1369.787329482322,False
AMD,long,2025-12-18,2025-12-23,5,time_based,201.14051999999998,214.77256,50.27767241291913,674.5889770248468,6.670593990708593,10.798264414964018,2044.376306507169,True
INTC,long,2026-01-02,2026-01-07,5,time_based,39.38968499999999,42.6036875,258.42615353510297,819.5723964401695,8.051343422776815,11.009907087036547,2863.9487029473385,True
NKE,long,2026-01-02,2026-01-07,5,time_based,63.306637499999994,63.208380000000005,160.79395756107473,-25.96273785628,-0.2550536347788021,10.163525571224286,2837.9859650910585,False
BAC,long,2026-01-05,2026-01-12,7,time_based,56.92845,55.14241500000001,179.10428877907205,-329.7627714296632,-3.2341955823494013,9.876243020135437,2508.2231936613953,False
