ticker,side,entry_date,exit_date,holding_days,exit_reason,entry_price,exit_price,shares,pnl,pnl_pct,commission,cumulative_pnl,is_winner
TSLA,long,2025-11-17,2025-11-24,7,time_based,409.22450999999995,417.46116500000005,24.43646398403654,191.07344853317954,1.9107344853317954,10.201274723256436,191.07344853317954,True
JPM,long,2025-11-19,2025-11-24,5,time_based,303.36160499999994,297.920965,32.91914347632413,-188.9085117544637,-1.8916569764983504,9.807302991439942,2.1649367787158553,False
V,long,2025-11-19,2025-11-24,5,time_based,324.10197,329.01041250000003,30.812537795444335,141.10392427776424,1.4129602752800294,10.137645770250982,143.2688610564801,True
MA,long,2025-11-19,2025-11-24,5,time_based,530.5951650000001,537.37118,18.821136826987416,117.41836895105916,1.1757822595311407,10.113936505659684,260.68723000753926,True
AXP,long,2025-11-19,2025-11-24,5,time_based,344.742285,355.772025,28.967738031332495,309.20070805463183,3.0962166346956757,10.305910819076676,569.8879380621711,True
GE,long,2025-11-19,2025-11-24,5,time_based,300.99042,293.82301500000005,33.178478571520536,-247.55219381290408,-2.478892190322847,9.748600606997059,322.335744249267,False
CRM,long,2025-11-20,2025-11-25,5,time_based,225.42765749999998,233.972955,43.913367464937735,364.97824886494345,3.6869143019862354,10.274540349772343,687.3139931142105,True
WMT,long,2025-11-20,2025-11-25,5,time_based,107.19357,106.916515,92.34963963377307,-35.45963103988288,-0.3582038689447409,9.873701631148894,651.8543620743276,False
COST,long,2025-11-20,2025-11-25,5,time_based,893.6966249999999,893.702925,11.07678745072762,-9.82957358337626,-0.09929576773323433,9.899357344318569,642.0247884909513,False
GOOGL,long,2025-11-21,2025-11-26,5,time_based,299.859855,319.84000000000003,32.57008882348769,640.3378801468607,6.556497867979043,10.417217209304303,1282.362668637812,True
META,long,2025-11-24,2025-12-01,7,time_based,613.4765849999999,640.569555,16.384192420628967,433.4012188784127,4.311884282429474,10.495214847916671,1715.7638875162247,True
AMD,long,2025-11-24,2025-12-01,7,time_based,215.037465,219.680105,46.74217311011521,206.73875707118714,2.056832233862133,10.268325496758285,1922.5026445874119,True
PFE,long,2025-11-24,2025-12-01,7,time_based,25.242615,25.287350000000004,398.1884766768554,7.743830128445552,0.07704292918939766,10.06913137569448,1930.2464747158574,True
GE,long,2025-11-24,2025-12-01,7,time_based,294.116985,288.345755,34.17455953518067,-207.08333239718377,-2.060260394346137,9.85408917096412,1723.1631423186736,False
UNH,long,2025-11-26,2025-12-01,5,time_based,329.92488,323.19832,30.825635075131736,-217.31327734019214,-2.136776808102483,9.962793469215653,1505.8498649784815,False
BA,long,2025-11-26,2025-12-01,5,time_based,187.01345999999998,186.44673,54.38188220830003,-40.95916821289211,-0.40273931619680803,10.139324108982718,1464.8906967655894,False
CRM,long,2025-12-19,2025-12-24,5,time_based,259.82984999999996,265.16735,38.98895711536148,197.76496016569945,1.9521747212647207,10.338598437544048,1662.6556569312888,True
NKE,long,2025-12-24,2025-12-29,5,time_based,60.040004999999994,61.18939,169.0415969397318,183.95032369720684,1.8124508983635288,10.343552201368055,1846.6059806284957,True
ABBV,long,2026-01-20,2026-01-26,6,time_based,214.06698,220.54967000000002,47.49279142447216,297.4065245634665,2.9253182018076895,10.474519476046165,2144.012505191962,True
AMGN,long,2026-01-20,2026-01-26,6,time_based,331.23553499999997,349.535145,30.693078965717415,550.9430649650549,5.419127164300184,10.728309806778487,2694.955570157017,True
AAPL,long,2026-01-26,2026-02-02,7,time_based,255.51769499999997,269.815025,40.11244725447725,562.6779545460777,5.489840918845175,10.822940958777961,3257.6335247030947,True
GE,long,2026-01-26,2026-02-02,7,time_based,295.24755,308.57563500000003,34.714733664252606,451.9688000452188,4.40969260032811,10.712120984302626,3709.6023247483135,True
ABT,long,2026-01-27,2026-02-02,6,time_based,108.27411,109.36529,94.81646420587673,93.09219930751897,0.9067862206394564,10.369630104650328,3802.6945240558325,True
UNH,long,2026-01-28,2026-02-02,5,time_based,294.177015,285.6021275,34.736558895594094,-307.78291978945526,-3.0119585065135115,9.920835122610722,3494.9116042663773,False
MSFT,long,2026-02-04,2026-02-09,5,time_based,414.38709,413.483155,24.917130724615806,-32.82628038711664,-0.31791969074132564,10.30281382556158,3462.0853238792606,False
NKE,long,2026-02-04,2026-02-09,5,time_based,64.2321,62.363802500000006,160.7504237308625,-310.35462245765484,-3.005757716935933,10.025007677342822,3151.7307014216058,False
DIS,long,2026-02-04,2026-02-09,5,time_based,107.1285375,107.016465,96.3826962738396,-21.116385170544163,-0.20451036681051735,10.314535442394986,3130.6143162510616,False
ABT,long,2026-02-05,2026-02-10,5,time_based,109.164555,112.273835,93.66658716398015,280.7193391849596,2.7454022644987774,10.516306952261827,3411.333655436021,True
NVDA,long,2026-02-06,2026-02-11,5,time_based,185.302605,189.88501,55.658404794546314,244.48065567155572,2.3704577655559596,10.568696750996475,3655.814311107577,True
TSLA,long,2026-02-06,2026-02-11,5,time_based,411.29554499999995,428.02588000000003,25.07600075895284,408.7967158658048,3.963648358992082,10.733177291731458,4064.6110269733817,True
MS,long,2026-02-06,2026-02-11,5,time_based,180.01996499999998,176.55168,57.291686500294134,-208.81884041533158,-2.0246846953891904,10.11494350166025,3855.79218655805,False
UNH,long,2026-02-06,2026-02-11,5,time_based,276.72829499999995,278.890485,37.269941617549165,70.19046297241039,0.6805590714892551,10.394232093639973,3925.9826495304605,True
MSFT,long,2026-02-09,2026-02-17,8,time_based,413.896845,396.56162,25.002330812860915,-443.33599497629984,-4.284107703212852,9.91496481092404,3482.6466545541607,False
TMO,long,2026-02-09,2026-02-17,8,time_based,546.77325,501.29922500000004,18.926284051184687,-870.1420456276628,-8.408480887644012,9.487731526988744,2612.504608926498,False
TSLA,long,2026-02-11,2026-02-17,6,time_based,428.45412,410.51464000000004,24.031932055050234,-440.98582439901475,-4.282837714339157,9.865459936083408,2171.518784527483,False
AMZN,long,2026-02-13,2026-02-18,5,time_based,198.91440749999998,204.57766,51.376488254404535,280.44754380187624,2.7442330138906867,10.510481746103565,2451.9663283293594,True
MS,long,2026-02-13,2026-02-18,5,time_based,171.26559,176.49171,59.6706187188891,301.314444364707,2.9484196387610715,10.531369534454747,2753.2807726940664,True
UNH,long,2026-02-13,2026-02-18,5,time_based,293.48666999999995,288.005925,34.82108308549614,-200.8741552589563,-1.9655921425664615,10.028678243540169,2552.40661743511,False
DIS,long,2026-02-13,2026-02-18,5,time_based,105.49772249999998,107.02646,96.86961460761002,137.72060052818597,1.3476224948837319,10.36761193301679,2690.127217963296,True
V,long,2026-02-17,2026-02-23,6,time_based,319.789815,306.32676000000004,31.82037059193457,-438.1468304250229,-4.305759944230856,9.7474310254266,2251.980387538273,False
AXP,long,2026-02-17,2026-02-23,6,time_based,344.822325,321.089375,29.510358486290574,-709.843324999596,-6.975777851680544,9.475462562388987,1542.1370625386771,False
GOOGL,long,2026-02-18,2026-02-23,5,time_based,303.36160499999994,311.32925750000004,33.73160271526335,258.26005387565056,2.523827378385643,10.501634827627925,1800.3971164143277,True
AMZN,long,2026-02-18,2026-02-23,5,time_based,204.78234,205.19735000000003,49.96950976790599,10.484235263606024,0.10245641787275976,10.253610985173426,1810.8813516779337,True
CRM,long,2026-02-20,2026-02-25,5,time_based,185.29259999999996,191.84403,55.58584060358344,353.5029320332069,3.4321856188536533,10.66381167232908,2164.3842837111406,True
GE,long,2026-02-20,2026-02-25,5,time_based,343.381605,342.69856500000003,29.994748637229836,-30.76677042468691,-0.29871680662683403,10.279157315514372,2133.6175132864537,False
