date,equity
2025-06-12,127554.44791659684
2025-06-13,126507.09911378408
2025-06-16,127912.3100772634
2025-06-17,128223.58941954112
2025-06-18,128097.19256362692
2025-06-20,128357.0728195475
2025-06-23,128543.14829560737
2025-06-24,129046.23380706814
2025-06-25,128373.0895369258
2025-06-26,128448.26733076885
2025-06-27,128813.2302856
2025-06-30,129331.45957361246
2025-07-01,129300.8362269759
2025-07-02,129467.53320135926
2025-07-03,129576.20969822092
2025-07-07,128788.7570052478
2025-07-08,128788.7570052478
2025-07-09,128769.44190980689
2025-07-10,128902.80308429756
2025-07-11,129010.82725851123
2025-07-14,129125.50641986726
2025-07-15,129126.75933683636
2025-07-16,129088.02776214672
2025-07-17,129115.89503163222
2025-07-18,129525.91145920605
2025-07-21,129405.43087109414
2025-07-22,129615.94342357334
2025-07-23,129811.39086304014
2025-07-24,129977.59160946192
2025-07-25,130479.54034501567
2025-07-28,130353.67904987524
2025-07-29,130174.95138335734
2025-07-30,129857.51965680187
2025-07-31,128423.97159343598
2025-08-01,127559.5094353802
2025-08-04,128877.21808806101
2025-08-05,130500.3130294027
2025-08-06,130295.24781694828
2025-08-07,129577.89399670143
2025-08-08,131138.67929476284
2025-08-11,131174.47565673734
2025-08-12,131156.1009929459
2025-08-13,132387.54339841098
2025-08-14,132779.13619535195
2025-08-15,135391.20422923955
2025-08-18,135391.0909189676
2025-08-19,135426.44192279762
2025-08-20,135030.56707056545
2025-08-21,135042.68185493042
2025-08-22,135859.15068237862
2025-08-25,135260.72354061098
2025-08-26,135626.37459276587
2025-08-27,135712.11614104145
2025-08-28,135771.55145123013
2025-08-29,136053.34160336395
2025-09-02,135802.3007772616
2025-09-03,135802.3007772616
2025-09-04,135761.56687375013
2025-09-05,135583.7483883064
2025-09-08,135964.6940482105
2025-09-09,137703.95227968378
2025-09-10,138054.34815654656
2025-09-11,138064.64023480442
2025-09-12,137990.41814177725
2025-09-15,138266.89557645837
2025-09-16,138367.5757923804
2025-09-17,138345.87744481358
2025-09-18,138838.37485559506
2025-09-19,138549.48389891343
2025-09-22,139167.54692758806
2025-09-23,139455.06312874012
2025-09-24,139127.92901368934
2025-09-25,139063.28160194086
2025-09-26,139232.09834724135
2025-09-29,139184.4490771055
2025-09-30,139692.31841553183
2025-10-01,144570.58761263173
2025-10-02,143846.5945189105
2025-10-03,144275.02178059926
2025-10-06,143480.51054778945
2025-10-07,142999.2545429084
2025-10-08,143121.2556481365
2025-10-09,143345.6174290151
2025-10-10,141129.31856092453
2025-10-13,142199.53315867693
2025-10-14,142866.75485295116
2025-10-15,144450.29067399757
2025-10-16,143239.9364162471
2025-10-17,143931.27129677104
2025-10-20,144891.26814439258
2025-10-21,145645.65298251205
2025-10-22,145484.03889901133
2025-10-23,147086.1131357841
2025-10-24,147634.60084653474
2025-10-27,148266.0760113266
2025-10-28,149001.96781013702
2025-10-29,149442.9146984684
2025-10-30,149262.86482969933
2025-10-31,149437.61215803213
2025-11-03,149811.89507028036
2025-11-04,150140.0286311651
2025-11-05,150381.31444463672
2025-11-06,149960.27380493173
2025-11-07,150053.56980703754
2025-11-10,150241.42755272976
2025-11-11,150271.145695
2025-11-12,150035.38317823046
2025-11-13,149887.44503905423
2025-11-14,149745.87963591545
2025-11-17,149272.00291144644
2025-11-18,148961.44912703015
2025-11-19,149074.94148276217
2025-11-20,148281.6009206882
2025-11-21,148713.1635674664
2025-11-24,150775.0179612546
2025-11-25,152421.55593933846
2025-11-26,153473.43377729942
2025-11-28,154803.8200604678
2025-12-01,153596.58005280365
2025-12-02,153869.9602259523
2025-12-03,154582.86902638015
2025-12-04,155089.13607605427
2025-12-05,156067.68318712493
2025-12-08,155522.5816816056
2025-12-09,155579.9546545802
2025-12-10,155631.74571945806
2025-12-11,155946.4969234214
2025-12-12,156378.27111956564
2025-12-15,157102.82444914323
2025-12-16,157142.6188578036
2025-12-17,157142.6188578036
2025-12-18,157095.48392535062
2025-12-19,158697.51932209896
2025-12-22,159055.4110325689
2025-12-23,159451.6450007673
2025-12-24,159422.46156590158
2025-12-26,159458.23078704064
2025-12-29,159635.43818590516
2025-12-30,159822.77686346567
2025-12-31,159675.42639004163
2026-01-02,159397.3656862094
2026-01-05,159857.5303415107
2026-01-06,160504.6378050153
2026-01-07,160032.35956642238
2026-01-08,160542.55354340986
2026-01-09,160555.4800230111
2026-01-12,160553.9275536788
2026-01-13,161231.76241472884
2026-01-14,162328.75804672722
2026-01-15,162258.72882578382
2026-01-16,162904.7581547506
2026-01-20,161786.52638618174
2026-01-21,163183.6347702513
2026-01-22,165266.60455548175
2026-01-23,165225.95584967628
2026-01-26,166458.4294960632
2026-01-27,166621.7355551097
2026-01-28,166364.20620181563
2026-01-29,166227.69085458553
